DIV,WD,County,State,Station Name,DWR Abbrev,USGS Station ID,Data Source,Status,POR Start,POR End,UTM X,UTM Y,Location Accuracy,More Information,Location,Latitude,Longitude
6,47,JACKSON,CO,"BUSH DRAW NEAR WALDEN, CO.",BUSWALCO,6619415,USGS,Historic,1981,1983,407502.4,4510778.2,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=634&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06619415,"(40.742755, -106.095574)",40.742755,-106.095574
6,47,JACKSON,CO,"WILLIAMS DRAW NEAR WALDEN, CO",WILDRACO,6619420,USGS,Historic,1979,1983,405924.7,4510304.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1167&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06619420,"(40.738311, -106.114186)",40.738311,-106.114186
6,47,JACKSON,CO,"CANADIAN RIVER NEAR BROWNLEE, CO.",CANBROCO,6619450,USGS,Historic,1978,1983,395713.4,4518182.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=743&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06619450,"(40.808032, -106.236413)",40.808032,-106.236413
6,47,JACKSON,CO,"CANADIAN RIVER AT COWDREY, CO.",CANCOWCO,6619500,USGS,Historic,1904,1947,389478.5,4524379.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=966&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06619500,"(40.86303, -106.311415)",40.86303,-106.311415
6,47,JACKSON,CO,"NORTH PLATTE RIVER NEAR NORTHGATE, CO",NPLGATCO,6620000,USGS,Active,1904,2018,387262.4,4532586.7,GPS,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=967&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06620000,"(40.936639, -106.339194)",40.936639,-106.339194
1,48,LARIMER,CO,"LARAMIE RIVER NEAR GLENDEVEY, CO.",LARRIVCO,6657500,DWR,Active,1904,2018,425882.3,4516935,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1168&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=LARRIVCO,"(40.800079, -105.878648)",40.800079,-105.878648
1,76,LARIMER,CO,SAND CREEK AT COLORADO-WYOMING STATE LINE,,6659580,USGS,Historic,1968,2017,436101.4,4538330,GPS,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1267&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06659580,"(40.99365, -105.759703)",40.99365,-105.759703
1,23,PARK,CO,"MIDDLE FORK SOUTH PLATTE RIVER AB FAIRPLAY, CO.",MIFAIRCO,6693980,USGS,Historic,1978,1980,411177.7,4343543.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=449&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06693980,"(39.236657, -106.029185)",39.236657,-106.029185
1,23,PARK,CO,"MIDDLE FORK SOUTH PLATTE RIVER NR HARTSEL, CO.",MIFHARCO,6694100,USGS,Historic,1978,1980,434329.9,4319515.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=450&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06694100,"(39.022215, -105.758619)",39.022215,-105.758619
1,23,PARK,CO,"SOUTH FORK SOUTH PLATTE RIVER AB FAIRPLAY, CO.",SOFAIRCO,6694400,USGS,Historic,1978,1980,409325.9,4326453.9,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=744&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06694400,"(39.082493, -106.04835)",39.082493,-106.04835
1,23,PARK,CO,"FOURMILE CREEK NEAR FAIRPLAY, CO.",FOFAIRCO,6694700,USGS,Historic,1978,1980,408137,4337782.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1480&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06694700,"(39.184436, -106.063629)",39.184436,-106.063629
1,23,PARK,CO,"S PLATTE RIV AB 11-MILE CANYON RES, NR HARTSEL, CO",PLAHARCO,6695000,COE,Active,1939,2018,449633,4313330,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1268&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLAHARCO,"(38.967492, -105.58139)",38.967492,-105.58139
1,23,PARK,CO,"SOUTH PLATTE RIVER NEAR LAKE GEORGE, CO.",PLAGEOCO,6696000,DWR,Active,1929,2018,458959,4306371,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=451&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLAGEOCO,"(38.905271, -105.473328)",38.905271,-105.473328
1,23,PARK,CO,"SOUTH PLATTE RIVER AT LAKE GEORGE, CO.",PLATGECO,6696200,USGS,Historic,1911,1929,468508.6,4315328.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1369&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06696200,"(38.986381, -105.363606)",38.986381,-105.363606
1,23,PARK,CO,TARRYALL CREEK AT US 285 NEAR COMO,TARCOMCO,,AURO,Active,1988,2018,421489.6,4354867.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1481&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=TARCOMCO,"(39.339686, -105.911043)",39.339686,-105.911043
1,23,PARK,CO,"FRENCH CREEK NEAR JEFFERSON,COLORADO",FREJEFCO,6697200,USGS,Historic,1986,1990,423359.8,4363207.9,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=968&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06697200,"(39.414988, -105.890291)",39.414988,-105.890291
1,23,PARK,CO,"MICHIGAN CREEK ABOVE JEFFERSON, CO.",MCHJEFCO,6697450,AURO,Active,1978,2018,427510.5,4356940.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=855&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=MCHJEFCO,"(39.358877, -105.841401)",39.358877,-105.841401
1,23,PARK,CO,JEFFERSON CREEK NEAR JEFFERSON,JEFJEFCO,6698000,AURO,Active,1978,2018,430200.1,4360645.9,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=452&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=JEFJEFCO,"(39.392486, -105.810572)",39.392486,-105.810572
1,23,PARK,CO,"TARRYALL CREEK NEAR JEFFERSON, CO.",TARJEFCO,6698500,USGS,Historic,1912,1981,438032.3,4349758.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1169&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06698500,"(39.294989, -105.71862)",39.294989,-105.71862
1,23,PARK,CO,"ROCK CREEK NEAR JEFFERSON, CO",ROCJEFCO,6699000,USGS,Historic,1986,1990,439840.9,4349351.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1269&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06699000,"(39.291444, -105.697611)",39.291444,-105.697611
1,80,PARK,CO,"TARRYALL CREEK BELOW ROCK CREEK NEAR JEFFERSON, CO",TARJEBCO,6699005,USGS,Historic,1983,1997,439989.6,4348849.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=453&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06699005,"(39.286933, -105.695842)",39.286933,-105.695842
1,23,PARK,CO,"TARRYALL CREEK NEAR LAKE GEORGE, CO.",TARGEOCO,6699500,USGS,Historic,1943,1955,463961.3,4325828.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1370&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06699500,"(39.080825, -105.416664)",39.080825,-105.416664
1,80,DOUGLAS,CO,"SOUTH PLATTE RIVER ABOVE CHEESMAN LAKE, CO.",SPACHECO,6700000,USGS,Active,1924,2018,473195,4334885,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=745&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06700000,"(39.162769, -105.310273)",39.162769,-105.310273
1,80,JEFFERSON,CO,"GOOSE CREEK ABOVE CHEESMAN LAKE, CO.",GOOCHECO,6700500,USGS,Historic,1924,1985,473787.5,4340000.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=969&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06700500,"(39.208879, -105.303607)",39.208879,-105.303607
1,80,JEFFERSON,CO,SOUTH PLATTE RIVER BELOW CHEESMAN RESERVOIR,PLACHECO,6701500,DWR,Active,1924,2018,476851.4,4340034,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1482&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLACHECO,"(39.209275, -105.268136)",39.209275,-105.268136
1,80,PARK,CO,"NF SOUTH PLATTE R BELOW GENEVA C, AT GRANT, CO.",NORGENCO,6706000,USGS,Historic,1909,1998,443337.8,4367722.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1075&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06706000,"(39.45721, -105.658616)",39.45721,-105.658616
1,80,JEFFERSON,CO,"NORTH FORK SOUTH PLATTE RIVER AT PINE, CO.",NORPINCO,6706500,USGS,Historic,1942,1946,472808.9,4361921.9,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=856&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06706500,"(39.406378, -105.315828)",39.406378,-105.315828
1,80,JEFFERSON,CO,"NF SOUTH PLATTE RIVER AT SOUTH PLATTE, CO.",NORSOPCO,6707000,USGS,Historic,1909,1982,484863.1,4362166.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1076&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06707000,"(39.408878, -105.175823)",39.408878,-105.175823
1,8,JEFFERSON,CO,SOUTH PLATTE RIVER AT SOUTH PLATTE,PLASPLCO,6707500,DWR,Active,1896,2018,485375.7,4362164,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=746&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLASPLCO,"(39.40887, -105.169876)",39.40887,-105.169876
1,8,JEFFERSON,CO,"SOUTH PLATTE RIVER AT WATERTON, CO.",PLAWATCO,6708000,DWR,Active,1926,2018,492022.7,4370972.6,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1270&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLAWATCO,"(39.488323, -105.092766)",39.488323,-105.092766
1,8,DOUGLAS,CO,"EAST PLUM CR AT CASTLE ROCK, COLO.",EASPLUCO,6708750,USGS,Historic,1985,1989,511867.4,4359448.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=456&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06708750,"(39.384434, -104.862201)",39.384434,-104.862201
1,8,DOUGLAS,CO,"PLUM CREEK NEAR SEDALIA, CO.",PLUSEDCO,6709000,USGS,Active,1942,2018,501459.5,4365419.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=857&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06709000,"(39.438322, -104.983039)",39.438322,-104.983039
1,8,DOUGLAS,CO,"PLUM CREEK NEAR LOUVIERS, CO.",PLULOUCO,6709500,USGS,Historic,1947,2001,499786.3,4370536.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=457&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06709500,"(39.484433, -105.002484)",39.484433,-105.002484
1,8,DOUGLAS,CO,"PLUM CREEK AT TITAN ROAD NEAR LOUVIERS, CO",PLUTIRCO,6709530,USGS,Active,1984,2018,497896.5,4373082.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1077&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06709530,"(39.507369, -105.024467)",39.507369,-105.024467
1,8,ARAPAHOE,CO,"SOUTH PLATTE RIVER AT LITTLETON, CO.",PLALITCO,6710000,USGS,Historic,1941,1986,498356.3,4385457.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1483&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06710000,"(39.618877, -105.01915)",39.618877,-105.01915
1,8,ARAPAHOE,CO,"SOUTH PLATTE RIVER AT UNION AVE AT ENGLEWOOD, CO",,6710245,USGS,Historic,1989,1996,498761.9,4386814.2,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=747&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06710245,"(39.631099, -105.014427)",39.631099,-105.014427
1,9,JEFFERSON,CO,"BEAR CREEK ABOVE EVERGREEN, CO",BCREVRCO,6710385,USGS,Active,1984,2018,471085.2,4387097.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1271&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06710385,"(39.633167, -105.336944)",39.633167,-105.336944
1,9,JEFFERSON,CO,BEAR CREEK AT MORRISON,BCRMORCO,6710500,DWR,Active,1900,2018,483219.6,4389257,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=458&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=BCRMORCO,"(39.652952, -105.195603)",39.652952,-105.195603
1,9,JEFFERSON,CO,"BEAR CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON, CO",BCRABCCO,6710605,USGS,Active,1986,2018,485136.6,4389151.2,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=971&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06710605,"(39.652028, -105.17325)",39.652028,-105.17325
1,9,JEFFERSON,CO,TURKEY CREEK ABOVE BEAR CREEK LAKE NEAR MORRISON C,TURKABCO,6711040,USGS,Historic,1986,1989,486272.1,4387905.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=460&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06711040,"(39.640821, -105.159988)",39.640821,-105.159988
1,9,ARAPAHOE,CO,BEAR CREEK AT SHERIDAN,BCRSHECO,6711500,DWR,Active,1927,2018,497170,4389172,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=461&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=BCRSHECO,"(39.652346, -105.032997)",39.652346,-105.032997
1,8,ARAPAHOE,CO,"SOUTH PLATTE RIVER AT ENGLEWOOD, CO.",PLAENGCO,6711565,USGS,Active,1983,2018,499644.1,4390575.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=462&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06711565,"(39.664987, -105.004149)",39.664987,-105.004149
1,8,DENVER,CO,"SOUTH PLATTE RIVER AT FLORIDA AVE AT DENVER, CO.",PLAFLOCO,6711590,USGS,Historic,1981,1981,500025.3,4393318.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1170&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06711590,"(39.689709, -104.999704)",39.689709,-104.999704
1,8,DOUGLAS,CO,"CHERRY CREEK NEAR FRANKTOWN, CO.",CHENEFCO,6712000,USGS,Active,1939,2018,520392.4,4356290.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1171&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06712000,"(39.355823, -104.763309)",39.355823,-104.763309
1,8,ARAPAHOE,CO,"CHERRY CREEK NEAR MELVIN, CO.",CHEMELCO,6712500,USGS,Historic,1939,1984,515240.3,4383931.2,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1172&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06712500,"(39.604988, -104.822476)",39.604988,-104.822476
1,8,DENVER,CO,"CHERRY CREEK BELOW CHERRY CREEK LAKE, CO.",CHEBELCO,6713000,USGS,Active,1950,2018,511750,4389320,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1484&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06713000,"(39.653599, -104.863033)",39.653599,-104.863033
1,8,DENVER,CO,"CHERRY CREEK AT GLENDALE, CO",CHEGLECO,6713300,USGS,Historic,1985,2003,505359.4,4395139.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=465&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06713300,"(39.706098, -104.93748)",39.706098,-104.93748
1,8,DENVER,CO,"CHERRY CREEK AT DENVER, CO.",CHEDENCO,6713500,USGS,Active,1942,2018,500001.5,4399176.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1274&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06713500,"(39.742487, -104.999982)",39.742487,-104.999982
1,8,DENVER,CO,SOUTH PLATTE RIVER AT DENVER,PLADENCO,6714000,DWR,Active,1895,2018,499658,4401059,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=637&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLADENCO,"(39.759456, -105.004003)",39.759456,-105.004003
1,8,DENVER,CO,"THIRTY-SIXTH STREET STORM SEWER AT DENVER, CO.",THISIXCO,6714100,USGS,Historic,1975,1977,501738.2,4402567.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1078&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06714100,"(39.773042, -104.979703)",39.773042,-104.979703
1,8,DENVER,CO,"SOUTH PLATTE RIVER AT 50TH AVENUE AT DENVER, CO.",PLAFIFCO,6714130,USGS,Historic,1980,1981,502142.3,4404109.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=748&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06714130,"(39.786931, -104.97498)",39.786931,-104.97498
1,2,ADAMS,CO,"SOUTH PLATTE R AT 64TH AVE. COMMERCE CITY, CO.",PLASIXCO,6714215,USGS,Active,1982,2018,503568.1,4406915.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1079&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06714215,"(39.812208, -104.958313)",39.812208,-104.958313
1,7,CLEAR CREEK,CO,"WEST FORK CLEAR CREEK NEAR EMPIRE, CO.",WECLENCO,6716000,USGS,Historic,1929,1931,443440.4,4401173,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=749&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06716000,"(39.758599, -105.66028)",39.758599,-105.66028
1,7,CLEAR CREEK,CO,"CLEAR CREEK NEAR LAWSON, CO",CLELAWCO,6716500,USGS,Active,1946,2018,446372.9,4401953.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=750&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06716500,"(39.765821, -105.626112)",39.765821,-105.626112
1,7,CLEAR CREEK,CO,"FALL RIVER NEAR IDAHO SPRINGS, CO.",FALIDACO,6717000,DWR,Active,1930,2018,452325.4,4400757.5,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=972&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=FALIDACO,"(39.755409, -105.556547)",39.755409,-105.556547
1,7,CLEAR CREEK,CO,"CLEAR CREEK AT IDAHO SPRINGS, CO.",CLEIDACO,6717500,USGS,Historic,1910,1912,455994,4399271.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=973&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06717500,"(39.74221, -105.513608)",39.74221,-105.513608
1,7,CLEAR CREEK,CO,"CLEAR CREEK BELOW 23RD AVENUE AT IDAHO SPRINGS, CO",CLEBIDCO,6718000,USGS,Historic,1951,1955,456517.4,4399284.3,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=638&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06718000,"(39.74235, -105.5075)",39.74235,-105.5075
1,7,GILPIN,CO,"NORTH CLEAR CREEK NEAR BLACK HAWK, CO.",NOCLEBCO,6718500,USGS,Historic,1951,1955,463431.1,4401606.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=751&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06718500,"(39.763599, -105.426939)",39.763599,-105.426939
1,7,JEFFERSON,CO,"CLEAR CREEK AT FORKS CREEK, CO.",CLEAFOCO,6719000,USGS,Historic,1899,1912,465920.6,4399591.2,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=752&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719000,"(39.745543, -105.397771)",39.745543,-105.397771
1,7,JEFFERSON,CO,"CLEAR CREEK NEAR GOLDEN, CO.",CLENEGCO,6719500,USGS,Historic,1909,1979,478678.7,4400100.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=639&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719500,"(39.750543, -105.248878)",39.750543,-105.248878
1,7,JEFFERSON,CO,"CLEAR CREEK AT GOLDEN, CO",CLEGOLCO,6719505,USGS,Active,1974,2018,479845.5,4400374.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1371&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719505,"(39.753043, -105.235267)",39.753043,-105.235267
1,7,JEFFERSON,CO,"CLEAR CREEK AT TABOR STREET, AT WHEATRIDGE, CO.",CLETABCO,6719526,USGS,Historic,1981,1983,488820.4,4402699.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1275&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719526,"(39.774154, -105.130541)",39.774154,-105.130541
1,7,JEFFERSON,CO,"RALSTON CREEK NEAR PLAINVIEW, CO.",RALPLACO,6719725,USGS,Historic,1983,1984,474456.1,4411273.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1485&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719725,"(39.851098, -105.298602)",39.851098,-105.298602
1,7,JEFFERSON,CO,"RALSTON C BL SHWARTZWLDER MINE NR PLAINVIEW, CO.",RALMINCO,6719735,USGS,Historic,1983,1983,476354.6,4410434.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=468&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719735,"(39.843598, -105.276379)",39.843598,-105.276379
1,7,JEFFERSON,CO,"RALSTON CREEK AB RALSTON RES, NR PLAINVIEW, CO.",RALARECO,6719740,USGS,Historic,1983,1983,477606.9,4407964.7,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1080&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06719740,"(39.821376, -105.261657)",39.821376,-105.261657
1,7,ADAMS,CO,CLEAR CREEK AT DERBY,CLEDERCO,6720000,DWR,Active,1914,2018,503789.1,4408618,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=753&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=CLEDERCO,"(39.827555, -104.955733)",39.827555,-104.955733
1,2,ADAMS,CO,"GRANGE HALL C AT GRANT PARK, AT NORTHGLENN, CO.",GRAHALCO,6720330,USGS,Historic,1978,1979,501497.9,4415331.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=755&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720330,"(39.888041, -104.98248)",39.888041,-104.98248
1,2,ADAMS,CO,"GRANGE HALL CREEK AT NORTHGLENN, CO.",GRAHANCO,6720415,USGS,Historic,1978,1981,503279.1,4415454.9,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1486&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720415,"(39.889152, -104.961646)",39.889152,-104.961646
1,2,ADAMS,CO,"GRANGE HALL CREEK BELOW NORTHGLENN, CO.",GRAHABCO,6720417,USGS,Historic,1981,1982,503587.7,4415732.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1487&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720417,"(39.891652, -104.958035)",39.891652,-104.958035
1,2,ADAMS,CO,"FIRST CR BEL BUCKLEY RD, AT ROCKY MTN ARSENAL, CO",FIRBUCCO,6720460,USGS,Active,1991,2018,517645,4406472.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=974&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720460,"(39.808042, -104.793862)",39.808042,-104.793862
1,2,ADAMS,CO,"FIRST CR AT HWY 2, NEAR ROCKY MTN ARSENAL, CO",FIRHITCO,6720490,USGS,Active,1991,2010,512306.3,4414200.1,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1373&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720490,"(39.877763, -104.856086)",39.877763,-104.856086
1,2,ADAMS,CO,"SOUTH PLATTE RIVER AT HENDERSON, CO",PLAHENCO,6720500,DWR,Active,1926,2018,511207.9,4419151.5,,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1081&sfType=StreamFlow&freq=Monthly&sTab=2&sValue=PLAHENCO,"(39.9224, -104.868855)",39.9224,-104.868855
1,2,JEFFERSON,CO,"WOMAN CREEK NEAR PLAINVIEW, CO.",WOMPLACO,6720690,USGS,Historic,1973,1974,483043,4415041.5,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=470&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720690,"(39.885264, -105.198321)",39.885264,-105.198321
1,2,JEFFERSON,CO,"WOMAN CREEK AT ROCKY FLATS PLANT, CO.",WOMROCCO,6720700,USGS,Historic,1972,1973,484159.4,4415070,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=640&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720700,"(39.885542, -105.185265)",39.885542,-105.185265
1,2,JEFFERSON,CO,"WALNUT CREEK AT ROCKY FLATS PLANT, CO.",WALROCCO,6720780,USGS,Historic,1972,1974,484210.1,4416580.6,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1082&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720780,"(39.899153, -105.184709)",39.899153,-105.184709
1,2,JEFFERSON,CO,"SOUTH WALNUT CREEK AT ROCKY FLATS PLANT, CO.",SWALROCO,6720790,USGS,Historic,1972,1974,484209.2,4416179.8,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=1374&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720790,"(39.895542, -105.184709)",39.895542,-105.184709
1,2,ADAMS,CO,"BIG DRY CREEK AT WESTMINSTER, CO",BIGDWECO,6720820,USGS,Historic,1987,2018,496975,4417289.4,User supplied,http://www.dwr.state.co.us/streamflow/StreamFlow.aspx?station_num=975&sfType=StreamFlow&freq=Monthly&sTab=1&sValue=06720820,"(39.905681, -105.035389)",39.905681,-105.035389
